892420643555336193,8211,37666
892177421306343426,6072,32354
891815181378084864,4015,24373
891689557279858688,8368,40971
891327558926688256,9067,39182
891087950875897856,3010,19702
890971913173991426,1988,11518
890729181411237888,18238,63520
890609185150312448,4131,27090
890240255349198849,7128,31046
890006608113172480,7089,29860
889880896479866881,4816,27064
889665388333682689,9705,46811
889638837579907072,4384,26388
889531135344209921,2177,14716
889278841981685760,5199,24574
888917238123831296,4356,28348
888804989199671297,4138,24873
888554962724278272,3423,19300
888078434458587136,3371,21176
887705289381826560,5204,29394
887517139158093824,11321,45047
887473957103951883,17563,67096
887343217045368832,10087,32775
887101392804085760,5766,29761
886983233522544640,7514,34175
886736880519319552,3160,11719
886680336477933568,4320,21852
886366144734445568,3097,20622
886267009285017600,4,116
886258384151887873,6098,27252
886054160059072513,105,0
885984800019947520,6555,31730
885528943205470208,6215,35011
885518971528720385,3628,19900
885311592912609280,17945,0
885167619883638784,4243,21327
884925521741709313,17655,75265
884876753390489601,5439,27148
884562892145688576,4537,23629
884441805382717440,5487,26285
884247878851493888,19859,70972
884162670584377345,2887,19815
883838122936631299,3336,21310
883482846933004288,9615,44677
883360690899218434,3591,22081
883117836046086144,6452,36168
882992080364220416,3803,23292
882762694511734784,4745,27540
882627270321602560,5903,27185
882268110199369728,11231,43738
882045870035918850,4799,28561
881906580714921986,3290,23671
881666595344535552,10351,49255
881633300179243008,7,124
881536004380872706,15473,48122
881268444196462592,5026,22509
880935762899988482,2701,16605
880872448815771648,3712,20705
880465832366813184,6089,27781
880221127280381952,4090,26317
880095782870896641,4207,26901
879862464715927552,3391,21758
879674319642796034,10,302
879492040517615616,3082,22825
879415818425184262,42981,103060
879376492567855104,3020,16374
879130579576475649,6605,0
879050749262655488,4563,21957
879008229531029506,2613,18498
878776093423087618,4004,18915
878604707211726852,6984,29434
878404777348136964,1249,0
878316110768087041,6451,0
878281511006478336,1249,7543
878057613040115712,6605,40958
877736472329191424,18535,77656
877611172832227328,78,0
877556246731214848,3693,22148
877316821321428993,5044,26701
877201837425926144,5426,26441
876838120628539392,3245,20167
876537666061221889,4511,22960
876484053909872640,2324,18294
876120275196170240,4553,27247
875747767867523072,4169,24568
875144289856114688,4807,21397
875097192612077568,5896,26739
875021211251597312,4601,24865
874680097055178752,4526,27160
874434818259525634,14324,0
874296783580663808,4007,25449
874057562936811520,3855,22172
874012996292530176,10150,33718
873580283840344065,3843,23650
873337748698140672,1548,0
873213775632977920,1548,7070
872967104147763200,5285,26714
872820683541237760,3618,14403
872620804844003328,3613,20330
872486979161796608,8833,39815
872122724285648897,7963,33652
871879754684805121,10922,37112
871762521631449091,3414,19855
871515927908634625,3391,19796
871166179821445120,5590,0
871102520638267392,5412,20528
871032628920680449,3749,22238
870804317367881728,6093,32988
870726314365509632,3,117
870656317836468226,2597,12172
870374049280663552,25820,81250
870308999962521604,4088,21463
870063196459192321,8214,35972
869772420881756160,9892,41715
869702957897576449,6256,27764
869596645499047938,3094,15728
869227993411051520,3746,20144
868880397819494401,14300,64554
868639477480148993,2066,0
868622495443632128,5235,26338
868552278524837888,2066,9973
867900495410671616,4134,23851
867774946302451713,7272,33506
867421006826221569,2476,15910
867072653475098625,119,0
867051520902168576,7794,31832
866720684873056260,4770,19825
866686824827068416,3452,19053
866450705531457537,35054,120789
866334964761202691,14324,51921
866094527597207552,8309,0
865718153858494464,5586,25368
865359393868664832,4976,26181
865006731092295680,7651,27729
864873206498414592,8678,31958
864279568663928832,3013,14478
864197398364647424,8893,29855
863907417377173506,4124,20447
863553081350529029,4171,15184
863471782782697472,2439,0
863432100342583297,5226,23625
863427515083354112,96,2238
863079547188785154,1102,8712
863062471531167744,2439,8458
862831371563274240,5104,19037
862722525377298433,3524,16958
862457590147678208,4962,20382
862096992088072192,23279,74026
861383897657036800,10721,35938
861288531465048066,4166,17102
861005113778896900,3805,16630
860981674716409858,2169,0
860924035999428608,819,0
860563773140209665,2169,7484
860524505164394496,5309,23537
860276583193509888,3491,18258
860184849394610176,5885,16642
860177593139703809,31060,0
859924526012018688,4104,19504
859851578198683649,3532,15383
859607811541651456,1581,18564
859196978902773760,30417,89810
859074603037188101,13726,33845
858860390427611136,8214,0
858843525470990336,3515,15547
858471635011153920,4880,21522
858107933456039936,2924,15734
857989990357356544,2612,16156
857746408056729600,10766,34323
857393404942143489,1662,5914
857263160327368704,4569,20078
857214891891077121,18,228
857062103051644929,173,0
857029823797047296,4063,18984
856602993587888130,10856,0
856543823941562368,2927,16331
856526610513747968,1915,11891
856330835276025856,688,0
856288084350160898,17,522
856282028240666624,6439,27867
855862651834028034,26,347
855860136149123072,1044,5052
855857698524602368,2150,11936
855851453814013952,18088,45810
855818117272018944,5549,26800
855459453768019968,8378,30134
855245323840757760,6109,0
855138241867124737,46,0
854732716440526848,6247,23042
854482394044301312,7041,29594
854365224396361728,4799,19093
854120357044912130,7674,32348
854010172552949760,3229,16394
853760880890318849,5939,28952
853639147608842240,10423,35271
853299958564483072,3669,15748
852936405516943360,2069,0
852912242202992640,1891,9196
852672615818899456,2223,15162
852553447878664193,3619,16603
852311364735569921,10200,33666
852226086759018497,7011,20345
852189679701164033,1636,11651
851953902622658560,9954,0
851861385021730816,23,0
851591660324737024,3583,16522
851464819735769094,7330,24738
851224888060895234,5928,21089
850753642995093505,9606,31589
850380195714523136,2716,13343
850333567704068097,348,3514
850145622816686080,3964,16674
850019790995546112,5076,20892
849776966551130114,7893,31159
849668094696017920,5140,0
849412302885593088,3264,16246
849336543269576704,1963,11684
849051919805034497,8849,43439
848690551926992896,4493,25823
848324959059550208,4782,25369
848213670039564288,777,8382
848212111729840128,3196,16732
847978865427394560,3394,0
847971574464610304,443,0
847962785489326080,5311,24117
847842811428974592,1390,5607
847617282490613760,441,7182
847606175596138505,3550,19286
847251039262605312,4477,21011
847157206088847362,6113,20470
847116187444137987,3336,21995
846874817362120707,4099,20617
846514051647705089,12126,45875
846505985330044928,3215,14505
846153765933735936,9492,32595
846139713627017216,10365,31796
846042936437604353,3028,16464
845812042753855489,9138,30137
845677943972139009,5008,25892
845397057150107648,1891,7869
845306882940190720,5651,24037
845098359547420673,8021,0
844979544864018432,2702,14031
844973813909606400,3371,15571
844704788403113984,10856,39918
844580511645339650,3292,17012
844223788422217728,2312,14048
843981021012017153,3075,15626
843856843873095681,4865,22118
843604394117681152,2892,17424
843235543001513987,6359,22219
842846295480000512,3791,15718
842765311967449089,1342,6973
842535590457499648,3693,18688
842163532590374912,6109,25279
842115215311396866,3196,14470
841833993020538882,16128,0
841680585030541313,8168,26528
841439858740625411,3882,13064
841320156043304961,5743,20457
841314665196081154,4944,16382
841077006473256960,5590,23676
840761248237133825,1849,0
840728873075638272,17025,0
840698636975636481,2,182
840696689258311684,1036,12722
840632337062862849,1849,9287
840370681858686976,4802,17048
840268004936019968,6051,19955
839990271299457024,2419,13900
839549326359670784,8214,28510
839290600511926273,149,0
839239871831150596,6908,28196
838952994649550848,4202,20334
838921590096166913,2189,11595
838916489579200512,36,0
838831947270979586,11687,0
838561493054533637,1398,11336
838476387338051585,5079,23409
838201503651401729,10671,0
838150277551247360,353,1744
838085839343206401,1,147
838083903487373313,3341,18289
837820167694528512,8309,35486
837482249356513284,466,3986
837471256429613056,2417,13272
837366284874571778,5621,21987
837110210464448512,2531,16647
836989968035819520,2434,13203
836753516572119041,4888,20013
836677758902222849,2355,13108
836648853927522308,577,0
836397794269200385,29359,0
836380477523124226,3150,15324
836260088725786625,4540,22113
836001077879255040,4543,19863
835685285446955009,8647,0
835574547218894849,3842,18514
835536468978302976,1808,0
835309094223372289,22310,0
835297930240217089,3185,17093
835264098648616962,1808,8042
835246439529840640,77,2177
835172783151792128,6098,27197
835152434251116546,3204,23376
834931633769889797,1752,11257
834786237630337024,5844,22070
834574053763584002,2686,14241
834477809192075265,11350,0
834458053273591808,1785,9995
834209720923721728,5086,21458
834167344700198914,3869,16419
834089966724603904,2259,10469
834086379323871233,2358,13608
833863086058651648,2550,13966
833826103416520705,3968,18757
833732339549220864,227,0
833722901757046785,3412,21593
833479644947025920,2191,15478
833124694597443584,5140,21053
832998151111966721,2358,13848
832769181346996225,39,0
832757312314028032,3854,17536
832682457690300417,3120,12379
832645525019123713,553,3043
832636094638288896,2964,16510
832397543355072512,2369,12441
832369877331693569,3394,17910
832273440279240704,2483,11786
832215909146226688,6597,0
832215726631055365,9984,0
832088576586297345,2,69
832040443403784192,10335,0
832032802820481025,4949,18602
831939777352105988,6534,25029
831926988323639298,35,357
831911600680497154,6949,28854
831670449226514432,1932,10911
831650051525054464,2069,7491
831552930092285952,2450,9378
831322785565769729,1636,9629
831315979191906304,1192,6819
831309418084069378,2613,12248
831262627380748289,2187,12440
830956169170665475,1590,8321
830583320585068544,17945,69834
830173239259324417,6088,0
830097400375152640,3200,10251
829878982036299777,5364,0
829861396166877184,2091,12782
829501995190984704,11350,33155
829449946868879360,2161,10936
829374341691346946,9954,36147
829141528400556032,7917,25580
829011960981237760,17347,55410
828801551087042563,3627,0
828770345708580865,6266,26703
828708714936930305,12012,38253
828650029636317184,1441,9926
828409743546925057,1230,6598
828408677031882754,1377,8017
828381636999917570,2379,13205
828376505180889089,1140,7719
828372645993398273,3162,13120
828361771580813312,181,2294
828046555563323392,3063,12307
828011680017821696,2295,10838
827933404142436356,5591,21047
827653905312006145,3217,16141
827600520311402496,1017,7744
827324948884643840,3270,16607
827199976799354881,2403,11070
826958653328592898,5364,22598
826848821049180160,10958,38178
826615380357632002,4232,0
826598799820865537,270,5359
826598365270007810,2516,10559
826476773533745153,4497,19313
826240494070030336,2778,13891
826204788643753985,999,5110
826115272272650244,3361,16407
825876512159186944,2005,10973
825829644528148480,2670,13344
825535076884762624,18449,54649
825147591692263424,4903,19194
825120256414846976,1367,0
825026590719483904,1367,6653
824796380199809024,5895,0
824775126675836928,3775,15695
824663926340194305,1858,10576
824325613288833024,11164,12380
824297048279236611,4155,15807
824025158776213504,631,5012
823939628516474880,2907,11166
823719002937630720,12049,0
823699002998870016,2589,13220
823581115634085888,2845,13678
823333489516937216,27,733
823322678127919110,4320,16528
823269594223824897,10588,0
822975315408461824,3700,18166
822872901745569793,47147,138952
822859134160621569,2458,13908
822647212903690241,6891,0
822610361945911296,3187,15540
822489057087389700,6891,19099
822462944365645825,15740,29869
822244816520155136,10588,36815
822163064745328640,5163,0
821886076407029760,2516,11922
821813639212650496,3599,0
821765923262631936,1787,8850
821522889702862852,1910,8442
821421320206483457,6028,0
821407182352777218,4674,12392
821153421864615936,10,267
821149554670182400,2168,9155
821107785811234820,2293,10083
821044531881721856,2466,13319
820837357901512704,7219,0
820749716845686786,10671,33192
820690176645140481,3467,12834
820494788566847489,608,0
820446719150292993,2783,0
820314633777061888,608,3508
820078625395449857,6777,20862
820013781606658049,1275,0
819952236453363712,1275,5596
819924195358416896,5209,13551
819711362133872643,3373,14171
819588359383371776,2123,10096
819347104292290561,1298,7604
819238181065359361,436,2410
819227688460238848,7219,24307
819015337530290176,39674,0
819015331746349057,20440,0
819006400881917954,20440,47609
819004803107983360,39674,91330
818646164899774465,22517,0
818627210458333184,8055,23392
818614493328580609,2783,10377
818588835076603904,6630,0
818536468981415936,2672,11498
818307523543449600,8774,0
818259473185828864,2467,11617
818145370475810820,2799,12944
817908911860748288,852,5108
817827839487737858,29359,54587
817777686764523521,2891,11297
817536400337801217,3283,12430
817502432452313088,3662,0
817423860136083457,16128,35982
817415592588222464,1040,5912
817181837579653120,9173,0
817171292965273600,2175,9213
817120970343411712,2826,12851
817056546584727552,1780,9047
816829038950027264,5088,0
